image,text,confidence,bbox_x,bbox_y
1.jpg,TOMATOES WHoLe_No SALTOW/BASIL,0.1265105612587115,264.0,400.0
1.jpg,"ORGANIC"" olo_EASHIONED OATMEAL",0.31974280763791507,261.5,419.5
1.jpg,69,0.9999141900948079,458.0,411.0
1.jpg,PG S#REDDEDOMGEqESELLA Lite,0.12839719942852945,259.0,448.0
1.jpg,;,0.3036281271785448,438.0,431.0
1.jpg,EGessHREQ_edeGARIcREROHN!,0.006789139601293296,243.0,468.0
1.jpg,8,0.9980533069540485,438.0,476.0
1.jpg,8,0.8799327179917924,459.0,457.0
1.jpg,BEANS ' GARBANZQ,0.7833768419029126,199.0,494.0
1.jpg,sproucebos 4ssyLEag 4ct,0.016362829033396687,239.5,521.5
1.jpg,0,0.6591781576083946,453.5,529.0
1.jpg,A-APPLE BAG JAZZ 2 LB,0.8691414993575612,234.0,548.0
1.jpg,A-PEPPER BELL EACH_XL RED,0.3798202045191419,252.0,565.0
1.jpg,98,0.9946852138921228,466.0,566.0
1.jpg,GROCERY NON TAXABLE,0.4493081670607231,224.5,584.0
1.jpg,"0,49",0.9080091201046367,213.0,604.0
1.jpg,"0,87",0.9847190380096436,462.0,614.0
1.jpg,BANANAS' ORGANIC,0.7542275009913509,208.0,623.5
1.jpg,3F4,0.5319269895553589,172.0,646.0
1.jpg,0.29/E4,0.9789997701340655,275.0,641.0
1.jpg,49,0.9999847428749291,474.0,652.0
1.jpg,CREAMY SALTED PEANUT BUTTER,0.501165719809622,264.5,660.5
1.jpg,WHL' WHT PITA_BREAD,0.2794348154640146,225.0,683.0
1.jpg,1.69,0.9984673857688904,469.0,673.0
1.jpg,GROCERY NON TAXABLE,0.5089615660040057,230.0,704.0
1.jpg,",38",0.8389526777388722,474.0,692.0
1.jpg,@ 0.69,0.8144407763318686,209.0,725.0
1.jpg,838.68,0.8178873640644211,501.0,754.0
1.jpg,SUBTOTAL,0.9507947772448367,180.0,771.0
1.jpg,838.68,0.3312882064854464,502.0,774.0
1.jpg,TOTAL,0.9444228246905723,189.0,790.0
1.jpg,840 . 00,0.48245797220763303,502.0,794.0
1.jpg,CASH,0.9925140142440796,181.5,810.0
1.jpg,"81,32",0.38410735426519715,508.0,814.0
1.jpg,CHANGE,0.9994214092144897,173.5,830.5
1.jpg,ins,0.9990763499264546,473.0,858.0
1.jpg,Ryan,0.9999799132347107,523.0,856.0
1.jpg,ITEMS 22,0.9390497870596471,187.0,871.0
1.jpg,12:34PM,0.8692169941990076,295.5,884.0
1.jpg,0403 04,0.9202874035283346,379.0,880.0
1.jpg,"4393""",0.12095565152564453,439.0,869.0
1.jpg,4683,0.9995542168617249,487.0,874.0
1.jpg,06-28-2014,0.6612282916474952,197.0,889.0
1.jpg,THANK YOU FOR SHOPPING AT,0.44954494683081975,343.0,920.0
1.jpg,TRADER JOE'$,0.7926332971761844,349.0,937.0
1.jpg,Www.traderjoes.COM,0.5589371514398285,350.0,955.0
16.jpg,See back,0.8967022701596558,174.0,128.0
16.jpg,of receipt for,0.6316241643941954,300.0,129.0
16.jpg,your chance,0.5578129741447146,443.0,129.0
16.jpg,to win $1000,0.9833092033290368,195.0,146.0
16.jpg,ID #:,0.5983930405676654,155.0,184.0
16.jpg,7L2T9HJMZSF,0.513319374075651,273.0,184.0
16.jpg,Walmart,0.998956850822317,293.0,301.0
16.jpg,Save money. Live better.,0.7936465524994537,294.0,348.0
16.jpg,701,0.9929948625253051,271.0,382.0
16.jpg,223,0.9643488526344299,336.0,383.0
16.jpg,3066,0.8647252526651537,405.0,382.0
16.jpg,MANAGER TIM MORRIS,0.8146236513725478,330.0,404.0
16.jpg,2717 ROCK ISLAND PL,0.4604403317665891,324.0,425.0
16.jpg,BISMARCK ND 58504,0.9981562092257888,325.0,447.0
16.jpg,ST# 01534 OP# 009048 TE# 48 TR# 04455,0.6702536215158807,325.0,467.0
16.jpg,6 WING PLATE 020108870398,0.7640131969095155,262.0,488.0
16.jpg,3.98,0.7323069670151092,490.0,488.0
16.jpg,ASST 21,0.596753406016434,163.0,508.0
16.jpg,063099656595,0.9999676172111668,330.0,509.0
16.jpg,4.88,0.7305228840510812,490.0,508.0
16.jpg,X,0.9875102285165305,530.0,508.0
16.jpg,CUTIE CAR,0.9699602313955806,174.0,530.0
16.jpg,063099656644,0.999304539982222,329.0,529.0
16.jpg,12.88,0.9210179677861275,485.0,529.0
16.jpg,SUBTOTAL,0.9996105317022629,358.0,549.0
16.jpg,21.74,0.9997814179186096,485.0,550.0
16.jpg,TAX,0.6339270085059888,238.0,571.0
16.jpg,6.500,0.9981702801761586,334.0,571.0
16.jpg,1.15,0.861341655254364,490.0,570.0
16.jpg,TAX,0.6708866269560452,238.0,592.0
16.jpg,7.500,0.9998751956536022,333.0,592.0
16.jpg,0.30,0.9810126942126374,490.0,592.0
16.jpg,TOTAL,0.9838807920236525,375.0,612.0
16.jpg,23.19,0.9852252752496404,485.0,612.0
16.jpg,DEBIT,0.9967535286702447,311.0,633.0
16.jpg,TEND,0.9998874068260193,383.0,634.0
16.jpg,23.19,0.7538490647432676,485.0,634.0
16.jpg,CHANGE DUE,0.7685217475206463,349.0,655.0
16.jpg,0.00,0.9920933246612549,490.0,656.0
16.jpg,EFT DEBIT,0.5830202312389945,168.0,718.0
16.jpg,PAY FROM PRIMARY,0.7501325121685203,381.0,720.0
16.jpg,23.19,0.6789384311659338,179.0,740.0
16.jpg,TOTAL PURCHASE,0.7844072711769796,304.0,741.0
16.jpg,US OEBIT,0.7326882671180676,161.0,761.0
16.jpg,KKii,0.03508755564689636,294.0,764.0
16.jpg,TX*x,0.06469373404979706,350.0,764.0
16.jpg,Tirx,0.042199525982141495,404.0,764.0
16.jpg,2696,0.999997615814209,458.0,762.0
16.jpg,1 0,0.9389570833451042,518.0,764.0
16.jpg,REF,0.9983314431691728,134.0,782.0
16.jpg,# 731700494718,0.7641847259179111,240.0,783.0
16.jpg,NEIWORK Id,0.323413734622607,173.0,804.0
16.jpg,0081 APPR CODE 936886,0.6558127004028115,365.0,806.0
16.jpg,IJS DEBIT,0.6184657479232947,159.0,848.0
16.jpg,AID A0000000980840,0.7434049842486052,215.0,871.0
16.jpg,TC 58B772390A583B44,0.5140367650584166,221.0,893.0
16.jpg,#NO SIGNATURE REQUIRED,0.9022775354117459,236.0,914.5
16.jpg,TERMINAL,0.9930611994372254,158.0,937.0
16.jpg,# SC011090,0.7457513650993585,270.0,937.0
16.jpg,11/13/17,0.7536282611339173,257.0,982.0
16.jpg,12:34:04,0.5824077742865135,391.0,983.0
16.jpg,ITEMS SOLD,0.9864719155213751,324.0,1006.0
16.jpg,TC# 2188 7274 6444 1567 3762,0.6920516311501965,313.0,1028.0
16.jpg,Low Prices You Can Trust,0.8233998667138539,248.0,1205.0
16.jpg,Every Day,0.7473581310560616,459.5,1207.5
16.jpg,11/13/17,0.8667821108102824,239.5,1229.0
16.jpg,12:34:11,0.7958941651808407,389.0,1232.0
16.jpg,Store receipts on vour phone,0.6411584759234426,264.0,1255.0
16.jpg,Walmart,0.9171780360618588,488.0,1257.0
16.jpg,P,0.9563128294914272,547.0,1258.0
16.jpg,ay .,0.7220671772956848,116.0,1281.0
7.jpg,See back,0.8967022701596558,174.0,128.0
7.jpg,of receipt for,0.6316241643941954,300.0,129.0
7.jpg,your chance,0.5578129741447146,443.0,129.0
7.jpg,to win $1000,0.9833092033290368,195.0,146.0
7.jpg,ID #:,0.5983930405676654,155.0,184.0
7.jpg,7L2T9HJMZSF,0.513319374075651,273.0,184.0
7.jpg,Walmart,0.998956850822317,293.0,301.0
7.jpg,Save money. Live better.,0.7936465524994537,294.0,348.0
7.jpg,701,0.9929948625253051,271.0,382.0
7.jpg,223,0.9643488526344299,336.0,383.0
7.jpg,3066,0.8647252526651537,405.0,382.0
7.jpg,MANAGER TIM MORRIS,0.8146236513725478,330.0,404.0
7.jpg,2717 ROCK ISLAND PL,0.4604403317665891,324.0,425.0
7.jpg,BISMARCK ND 58504,0.9981562092257888,325.0,447.0
7.jpg,ST# 01534 OP# 009048 TE# 48 TR# 04455,0.6702536215158807,325.0,467.0
7.jpg,6 WING PLATE 020108870398,0.7640131969095155,262.0,488.0
7.jpg,3.98,0.7323069670151092,490.0,488.0
7.jpg,ASST 21,0.596753406016434,163.0,508.0
7.jpg,063099656595,0.9999676172111668,330.0,509.0
7.jpg,4.88,0.7305228840510812,490.0,508.0
7.jpg,X,0.9875102285165305,530.0,508.0
7.jpg,CUTIE CAR,0.9699602313955806,174.0,530.0
7.jpg,063099656644,0.999304539982222,329.0,529.0
7.jpg,12.88,0.9210179677861275,485.0,529.0
7.jpg,SUBTOTAL,0.9996105317022629,358.0,549.0
7.jpg,21.74,0.9997814179186096,485.0,550.0
7.jpg,TAX,0.6339270085059888,238.0,571.0
7.jpg,6.500,0.9981702801761586,334.0,571.0
7.jpg,1.15,0.861341655254364,490.0,570.0
7.jpg,TAX,0.6708866269560452,238.0,592.0
7.jpg,7.500,0.9998751956536022,333.0,592.0
7.jpg,0.30,0.9810126942126374,490.0,592.0
7.jpg,TOTAL,0.9838807920236525,375.0,612.0
7.jpg,23.19,0.9852252752496404,485.0,612.0
7.jpg,DEBIT,0.9967535286702447,311.0,633.0
7.jpg,TEND,0.9998874068260193,383.0,634.0
7.jpg,23.19,0.7538490647432676,485.0,634.0
7.jpg,CHANGE DUE,0.7685217475206463,349.0,655.0
7.jpg,0.00,0.9920933246612549,490.0,656.0
7.jpg,EFT DEBIT,0.5830202312389945,168.0,718.0
7.jpg,PAY FROM PRIMARY,0.7501325121685203,381.0,720.0
7.jpg,23.19,0.6789384311659338,179.0,740.0
7.jpg,TOTAL PURCHASE,0.7844072711769796,304.0,741.0
7.jpg,US OEBIT,0.7326882671180676,161.0,761.0
7.jpg,KKii,0.03508755564689636,294.0,764.0
7.jpg,TX*x,0.06469373404979706,350.0,764.0
7.jpg,Tirx,0.042199525982141495,404.0,764.0
7.jpg,2696,0.999997615814209,458.0,762.0
7.jpg,1 0,0.9389570833451042,518.0,764.0
7.jpg,REF,0.9983314431691728,134.0,782.0
7.jpg,# 731700494718,0.7641847259179111,240.0,783.0
7.jpg,NEIWORK Id,0.323413734622607,173.0,804.0
7.jpg,0081 APPR CODE 936886,0.6558127004028115,365.0,806.0
7.jpg,IJS DEBIT,0.6184657479232947,159.0,848.0
7.jpg,AID A0000000980840,0.7434049842486052,215.0,871.0
7.jpg,TC 58B772390A583B44,0.5140367650584166,221.0,893.0
7.jpg,#NO SIGNATURE REQUIRED,0.9022775354117459,236.0,914.5
7.jpg,TERMINAL,0.9930611994372254,158.0,937.0
7.jpg,# SC011090,0.7457513650993585,270.0,937.0
7.jpg,11/13/17,0.7536282611339173,257.0,982.0
7.jpg,12:34:04,0.5824077742865135,391.0,983.0
7.jpg,ITEMS SOLD,0.9864719155213751,324.0,1006.0
7.jpg,TC# 2188 7274 6444 1567 3762,0.6920516311501965,313.0,1028.0
7.jpg,Low Prices You Can Trust,0.8233998667138539,248.0,1205.0
7.jpg,Every Day,0.7473581310560616,459.5,1207.5
7.jpg,11/13/17,0.8667821108102824,239.5,1229.0
7.jpg,12:34:11,0.7958941651808407,389.0,1232.0
7.jpg,Store receipts on vour phone,0.6411584759234426,264.0,1255.0
7.jpg,Walmart,0.9171780360618588,488.0,1257.0
7.jpg,P,0.9563128294914272,547.0,1258.0
7.jpg,ay .,0.7220671772956848,116.0,1281.0
13.jpg,I0 #,0.12500667572021484,218.0,34.0
13.jpg,Ju ahuybkch,0.1864133532878647,311.0,35.0
13.jpg,Walmart,0.7013707666998144,324.0,127.0
13.jpg,Save money. Live better.,0.8227193243372959,324.0,161.0
13.jpg,8443,0.6998267769813538,307.0,188.0
13.jpg,21,0.6143292792600309,356.0,191.0
13.jpg,0362,0.7642601728439331,408.0,190.0
13.jpg,MANACIR MICHAEL,0.31880588396159465,311.0,204.0
13.jpg,KIGHPD,0.11714291148315403,418.0,207.0
13.jpg,2014 $ [6Y,0.22510453872002043,338.0,221.0
13.jpg,M ORENCE,0.0864220879904695,309.0,237.0
13.jpg,S 255P,0.2525566940203599,384.0,239.0
13.jpg,S# 02 /6*$ Cph,0.04381895604812915,251.0,252.0
13.jpg,001949 TEV4I9 TR# 0/142,0.05951589417840875,404.0,254.0
13.jpg,Gii| CA,0.545670249880599,235.0,268.0
13.jpg,018/4686013;},0.15300747561430872,351.5,270.0
13.jpg,"50 , OU",0.20920517719471143,468.0,270.0
13.jpg,SuDTUI A,0.0941063402760017,371.0,286.0
13.jpg,50 . (V,0.35868933161597844,467.0,286.0
13.jpg,Tota,0.4859570562839508,385.0,303.0
13.jpg,50.60,0.48795162884466386,466.0,302.0
13.jpg,Casi|,0.37919291831720237,342.0,317.0
13.jpg,60. UU,0.2618248476903121,466.0,318.0
13.jpg,CIANCL,0.15604001692923142,349.0,333.0
13.jpg,"10 , OC",0.29968948044363036,466.0,333.0
13.jpg,StIch' CAPL ACI (VATION,0.09367776822285895,278.0,362.0
13.jpg,F,0.13235023700155413,428.0,365.0
13.jpg,(U,0.28694186464626464,454.0,366.0
13.jpg,ACCOUN | 613908546249/20/,0.27610894121278884,295.0,380.0
13.jpg,APPR,0.13378287851810455,215.0,393.0
13.jpg,COD,0.10170047338796627,261.0,395.0
13.jpg,192086,0.45882394545876465,325.5,395.0
13.jpg,RLI HcESTAZ,0.11733627433459784,246.0,410.0
13.jpg,Beu Dall,0.12159701999638987,226.0,425.0
13.jpg,Tvan Ar ([,0.14927007068553697,326.0,427.0
13.jpg,End Bial,0.484918758150374,415.0,429.0
13.jpg,(Ou,0.07365352713571521,215.0,440.0
13.jpg,Su UJ,0.19697818745638537,313.0,442.0
13.jpg,50 . OQ,0.21651421513225338,409.0,443.0
13.jpg,08/11[7,0.16068080308926402,229.0,455.0
13.jpg,1919;31,0.12331501030820942,324.0,457.0
13.jpg,"Ich Yr*1g 5843 ""28/",0.05180651181930771,300.0,487.0
13.jpg,"""nJ 1932",0.15125344024858947,416.0,489.0
13.jpg,Kt Ices,0.7155530593546995,257.0,587.0
13.jpg,Yuu Cmi Wue,0.15643289151497602,335.0,587.0
13.jpg,Every [lay .,0.30158984455844307,441.5,586.5
13.jpg,(i,0.6471691299892133,291.0,601.0
13.jpg,19 22:40,0.25437133158956937,393.0,601.0
13.jpg,Sturer ecins 01,0.06925488428714104,264.0,617.0
13.jpg,"Yuu """,0.2099223426064319,354.0,616.0
13.jpg,Fne,0.23555556856442533,397.0,616.0
13.jpg,Walma |,0.23255344662004618,457.0,616.0
13.jpg,ox,0.1565920903471067,213.25,588.25
