image,text,confidence,position,label
16.jpg,Save money. Live better.,0.7936465524994537,348.0,ITEM
16.jpg,701,0.9929948625253051,382.0,OTHER
16.jpg,223,0.9643488526344299,383.0,OTHER
16.jpg,3066,0.8647252526651537,382.0,OTHER
16.jpg,MANAGER TIM MORRIS,0.8146236513725478,404.0,ITEM
16.jpg,2717 ROCK ISLAND PL,0.4604403317665891,425.0,ITEM
16.jpg,BISMARCK ND 58504,0.9981562092257888,447.0,ITEM
16.jpg,ST# 01534 OP# 009048 TE# 48 TR# 04455,0.6702536215158807,467.0,ITEM
16.jpg,6 WING PLATE 020108870398,0.7640131969095155,488.0,ITEM
16.jpg,3.98,0.7323069670151092,488.0,PRICE
16.jpg,ASST 21,0.596753406016434,508.0,ITEM
16.jpg,063099656595,0.9999676172111668,509.0,OTHER
16.jpg,4.88,0.7305228840510812,508.0,PRICE
16.jpg,X,0.9875102285165305,508.0,OTHER
16.jpg,CUTIE CAR,0.9699602313955806,530.0,ITEM
16.jpg,063099656644,0.999304539982222,529.0,OTHER
16.jpg,12.88,0.9210179677861275,529.0,PRICE
16.jpg,SUBTOTAL,0.9996105317022629,549.0,TOTAL_LABEL
16.jpg,21.74,0.9997814179186096,550.0,PRICE
16.jpg,TAX,0.6339270085059888,571.0,TAX
16.jpg,6.500,0.9981702801761586,571.0,PRICE
16.jpg,1.15,0.861341655254364,570.0,PRICE
16.jpg,7.500,0.9998751956536022,592.0,PRICE
16.jpg,0.30,0.9810126942126374,592.0,PRICE
16.jpg,TOTAL,0.9838807920236525,612.0,TOTAL_LABEL
16.jpg,23.19,0.9852252752496404,612.0,PRICE
16.jpg,DEBIT,0.9967535286702447,633.0,ITEM
16.jpg,TEND,0.9998874068260193,634.0,ITEM
16.jpg,CHANGE DUE,0.7685217475206463,655.0,ITEM
16.jpg,0.00,0.9920933246612549,656.0,ITEM
16.jpg,EFT DEBIT,0.5830202312389945,718.0,ITEM
16.jpg,PAY FROM PRIMARY,0.7501325121685203,720.0,ITEM
16.jpg,TOTAL PURCHASE,0.7844072711769796,741.0,TOTAL_LABEL
16.jpg,US OEBIT,0.7326882671180676,761.0,ITEM
16.jpg,2696,0.999997615814209,762.0,OTHER
16.jpg,1 0,0.9389570833451042,764.0,OTHER
16.jpg,REF,0.9983314431691728,782.0,OTHER
16.jpg,# 731700494718,0.7641847259179111,783.0,ITEM
16.jpg,NEIWORK Id,0.323413734622607,804.0,ITEM
16.jpg,0081 APPR CODE 936886,0.6558127004028115,806.0,ITEM
16.jpg,IJS DEBIT,0.6184657479232947,848.0,ITEM
16.jpg,AID A0000000980840,0.7434049842486052,871.0,ITEM
16.jpg,TC 58B772390A583B44,0.5140367650584166,893.0,ITEM
16.jpg,#NO SIGNATURE REQUIRED,0.9022775354117459,914.5,ITEM
16.jpg,TERMINAL,0.9930611994372254,937.0,ITEM
16.jpg,# SC011090,0.7457513650993585,937.0,ITEM
16.jpg,11/13/17,0.7536282611339173,982.0,DATE
16.jpg,12:34:04,0.5824077742865135,983.0,ITEM
16.jpg,ITEMS SOLD,0.9864719155213751,1006.0,ITEM
16.jpg,TC# 2188 7274 6444 1567 3762,0.6920516311501965,1028.0,ITEM
16.jpg,Low Prices You Can Trust,0.8233998667138539,1205.0,ITEM
16.jpg,Every Day,0.7473581310560616,1207.5,ITEM
16.jpg,12:34:11,0.7958941651808407,1232.0,ITEM
16.jpg,Store receipts on vour phone,0.6411584759234426,1255.0,ITEM
16.jpg,P,0.9563128294914272,1258.0,OTHER
16.jpg,ay .,0.7220671772956848,1281.0,ITEM
7.jpg,See back,0.8967022701596558,128.0,ITEM
7.jpg,of receipt for,0.6316241643941954,129.0,ITEM
7.jpg,your chance,0.5578129741447146,129.0,ITEM
7.jpg,to win $1000,0.9833092033290368,146.0,ITEM
7.jpg,ID #:,0.5983930405676654,184.0,ITEM
7.jpg,7L2T9HJMZSF,0.513319374075651,184.0,ITEM
7.jpg,Walmart,0.998956850822317,301.0,STORE
7.jpg,Save money. Live better.,0.7936465524994537,348.0,ITEM
7.jpg,701,0.9929948625253051,382.0,OTHER
7.jpg,223,0.9643488526344299,383.0,OTHER
7.jpg,3066,0.8647252526651537,382.0,OTHER
7.jpg,MANAGER TIM MORRIS,0.8146236513725478,404.0,ITEM
7.jpg,2717 ROCK ISLAND PL,0.4604403317665891,425.0,ITEM
7.jpg,BISMARCK ND 58504,0.9981562092257888,447.0,ITEM
7.jpg,ST# 01534 OP# 009048 TE# 48 TR# 04455,0.6702536215158807,467.0,ITEM
7.jpg,6 WING PLATE 020108870398,0.7640131969095155,488.0,ITEM
7.jpg,3.98,0.7323069670151092,488.0,PRICE
7.jpg,ASST 21,0.596753406016434,508.0,ITEM
7.jpg,063099656595,0.9999676172111668,509.0,OTHER
7.jpg,4.88,0.7305228840510812,508.0,PRICE
7.jpg,X,0.9875102285165305,508.0,OTHER
7.jpg,CUTIE CAR,0.9699602313955806,530.0,ITEM
7.jpg,063099656644,0.999304539982222,529.0,OTHER
7.jpg,12.88,0.9210179677861275,529.0,PRICE
7.jpg,SUBTOTAL,0.9996105317022629,549.0,TOTAL_LABEL
7.jpg,21.74,0.9997814179186096,550.0,PRICE
7.jpg,TAX,0.6339270085059888,571.0,TAX
7.jpg,6.500,0.9981702801761586,571.0,PRICE
7.jpg,1.15,0.861341655254364,570.0,PRICE
7.jpg,7.500,0.9998751956536022,592.0,PRICE
7.jpg,0.30,0.9810126942126374,592.0,PRICE
7.jpg,TOTAL,0.9838807920236525,612.0,TOTAL_LABEL
7.jpg,23.19,0.9852252752496404,612.0,PRICE
7.jpg,DEBIT,0.9967535286702447,633.0,ITEM
7.jpg,TEND,0.9998874068260193,634.0,ITEM
7.jpg,CHANGE DUE,0.7685217475206463,655.0,ITEM
7.jpg,0.00,0.9920933246612549,656.0,ITEM
7.jpg,EFT DEBIT,0.5830202312389945,718.0,ITEM
7.jpg,PAY FROM PRIMARY,0.7501325121685203,720.0,ITEM
7.jpg,TOTAL PURCHASE,0.7844072711769796,741.0,TOTAL_LABEL
7.jpg,US OEBIT,0.7326882671180676,761.0,ITEM
7.jpg,2696,0.999997615814209,762.0,OTHER
7.jpg,1 0,0.9389570833451042,764.0,OTHER
7.jpg,REF,0.9983314431691728,782.0,OTHER
7.jpg,# 731700494718,0.7641847259179111,783.0,ITEM
7.jpg,NEIWORK Id,0.323413734622607,804.0,ITEM
7.jpg,0081 APPR CODE 936886,0.6558127004028115,806.0,ITEM
7.jpg,IJS DEBIT,0.6184657479232947,848.0,ITEM
7.jpg,AID A0000000980840,0.7434049842486052,871.0,ITEM
7.jpg,TC 58B772390A583B44,0.5140367650584166,893.0,ITEM
7.jpg,#NO SIGNATURE REQUIRED,0.9022775354117459,914.5,ITEM
7.jpg,TERMINAL,0.9930611994372254,937.0,ITEM
7.jpg,# SC011090,0.7457513650993585,937.0,ITEM
7.jpg,11/13/17,0.7536282611339173,982.0,DATE
7.jpg,12:34:04,0.5824077742865135,983.0,ITEM
7.jpg,ITEMS SOLD,0.9864719155213751,1006.0,ITEM
7.jpg,TC# 2188 7274 6444 1567 3762,0.6920516311501965,1028.0,ITEM
7.jpg,Low Prices You Can Trust,0.8233998667138539,1205.0,ITEM
7.jpg,Every Day,0.7473581310560616,1207.5,ITEM
7.jpg,12:34:11,0.7958941651808407,1232.0,ITEM
7.jpg,Store receipts on vour phone,0.6411584759234426,1255.0,ITEM
7.jpg,P,0.9563128294914272,1258.0,OTHER
7.jpg,ay .,0.7220671772956848,1281.0,ITEM
13.jpg,Walmart,0.7013707666998144,127.0,STORE
13.jpg,Save money. Live better.,0.8227193243372959,161.0,ITEM
13.jpg,8443,0.6998267769813538,188.0,OTHER
13.jpg,21,0.6143292792600309,191.0,OTHER
13.jpg,0362,0.7642601728439331,190.0,OTHER
13.jpg,MANACIR MICHAEL,0.31880588396159465,204.0,ITEM
13.jpg,2014 $ [6Y,0.22510453872002043,221.0,ITEM
13.jpg,S 255P,0.2525566940203599,239.0,ITEM
13.jpg,Gii| CA,0.545670249880599,268.0,ITEM
13.jpg,"50 , OU",0.20920517719471143,270.0,ITEM
13.jpg,50 . (V,0.35868933161597844,286.0,ITEM
13.jpg,Tota,0.4859570562839508,303.0,ITEM
13.jpg,50.60,0.48795162884466386,302.0,PRICE
13.jpg,Casi|,0.37919291831720237,317.0,ITEM
13.jpg,60. UU,0.2618248476903121,318.0,ITEM
13.jpg,"10 , OC",0.29968948044363036,333.0,ITEM
13.jpg,(U,0.28694186464626464,366.0,OTHER
13.jpg,ACCOUN | 613908546249/20/,0.27610894121278884,380.0,ITEM
13.jpg,192086,0.45882394545876465,395.0,OTHER
13.jpg,End Bial,0.484918758150374,429.0,ITEM
13.jpg,50 . OQ,0.21651421513225338,443.0,ITEM
13.jpg,Kt Ices,0.7155530593546995,587.0,ITEM
13.jpg,Every [lay .,0.30158984455844307,586.5,ITEM
13.jpg,(i,0.6471691299892133,601.0,OTHER
13.jpg,19 22:40,0.25437133158956937,601.0,ITEM
13.jpg,"Yuu """,0.2099223426064319,616.0,ITEM
13.jpg,Fne,0.23555556856442533,616.0,OTHER
13.jpg,Walma |,0.23255344662004618,616.0,ITEM
